Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","1974","1974","°c","-0.102","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","1975","1975","°c","0.266","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","1976","1976","°c","-0.201","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","1977","1977","°c","0.245","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","1978","1978","°c","0.017","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","1979","1979","°c","0.053","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","1980","1980","°c","0.436","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","1981","1981","°c","0.253","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","1982","1982","°c","0.156","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","1983","1983","°c","0.53","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","1984","1984","°c","0.394","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","1985","1985","°c","0.529","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","1986","1986","°c","0.497","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","1987","1987","°c","0.376","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","1988","1988","°c","0.542","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","1989","1989","°c","0.239","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","1990","1990","°c","0.387","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","1991","1991","°c","0.154","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","1992","1992","°c","0.274","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","1993","1993","°c","0.403","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","1994","1994","°c","0.692","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","1995","1995","°c","0.567","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","1996","1996","°c","0.59","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","1997","1997","°c","0.449","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","1998","1998","°c","0.997","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","1999","1999","°c","0.604","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","2000","2000","°c","0.737","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","2001","2001","°c","1.016","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","2002","2002","°c","0.763","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","2003","2003","°c","1.024","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","2004","2004","°c","0.453","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","2005","2005","°c","1.047","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","2006","2006","°c","0.719","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","2007","2007","°c","1.086","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","2008","2008","°c","0.803","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","2009","2009","°c","0.774","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","2010","2010","°c","1.255","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","2011","2011","°c","0.838","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","2012","2012","°c","1.386","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","2013","2013","°c","1.187","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","2014","2014","°c","1.21","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","2015","2015","°c","1.36","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","2016","2016","°c","1.371","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","2017","2017","°c","1.274","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","2018","2018","°c","1.273","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","2019","2019","°c","1.253","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","2020","2020","°c","1.38","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","2021","2021","°c","1.277","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","2022","2022","°c","1.145","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7005","May","2023","2023","°c","1.406","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1961","1961","°c","0.317","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1962","1962","°c","-0.21","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1963","1963","°c","-0.119","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1964","1964","°c","-0.091","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1965","1965","°c","-0.033","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1966","1966","°c","0.279","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1967","1967","°c","-0.35","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1968","1968","°c","-0.219","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1969","1969","°c","0.017","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1970","1970","°c","0.174","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1971","1971","°c","-0.203","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1972","1972","°c","0.159","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1973","1973","°c","0.399","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1974","1974","°c","-0.1","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1975","1975","°c","0.235","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1976","1976","°c","-0.354","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1977","1977","°c","0.359","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1978","1978","°c","-0.246","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1979","1979","°c","0.167","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1980","1980","°c","0.276","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1981","1981","°c","0.164","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1982","1982","°c","-0.143","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1983","1983","°c","0.115","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1984","1984","°c","0.027","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1985","1985","°c","0.085","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1986","1986","°c","0.27","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1987","1987","°c","0.349","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1988","1988","°c","0.622","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1989","1989","°c","0.246","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1990","1990","°c","0.561","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1991","1991","°c","0.562","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1992","1992","°c","0.117","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1993","1993","°c","0.331","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1994","1994","°c","0.645","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1995","1995","°c","0.785","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1996","1996","°c","0.357","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1997","1997","°c","0.678","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1998","1998","°c","1.035","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","1999","1999","°c","0.655","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","2000","2000","°c","0.611","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","2001","2001","°c","0.691","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","2002","2002","°c","0.785","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","2003","2003","°c","0.75","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","2004","2004","°c","0.572","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","2005","2005","°c","1.089","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","2006","2006","°c","1.112","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","2007","2007","°c","0.772","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","2008","2008","°c","0.789","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","2009","2009","°c","0.811","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","2010","2010","°c","1.201","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","2011","2011","°c","1.032","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","2012","2012","°c","1.293","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","2013","2013","°c","1.171","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","2014","2014","°c","1.059","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","2015","2015","°c","1.335","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","2016","2016","°c","1.317","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","2017","2017","°c","1.225","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","2018","2018","°c","1.078","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","2019","2019","°c","1.457","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","2020","2020","°c","1.351","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","2021","2021","°c","1.594","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","2022","2022","°c","1.358","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7006","June","2023","2023","°c","1.538","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1961","1961","°c","0.007","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1962","1962","°c","-0.036","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1963","1963","°c","0.21","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1964","1964","°c","-0.232","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1965","1965","°c","-0.287","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1966","1966","°c","0.266","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1967","1967","°c","-0.215","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1968","1968","°c","-0.203","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1969","1969","°c","-0.068","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1970","1970","°c","0.055","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1971","1971","°c","0.002","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1972","1972","°c","0.094","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1973","1973","°c","0.336","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1974","1974","°c","-0.166","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1975","1975","°c","0.233","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1976","1976","°c","-0.196","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1977","1977","°c","0.169","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1978","1978","°c","-0.008","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1979","1979","°c","0.053","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1980","1980","°c","0.312","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1981","1981","°c","0.208","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1982","1982","°c","0.128","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1983","1983","°c","0.482","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1984","1984","°c","0.106","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1985","1985","°c","-0.069","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1986","1986","°c","0.118","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1987","1987","°c","0.551","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1988","1988","°c","0.568","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1989","1989","°c","0.33","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1990","1990","°c","0.214","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1991","1991","°c","0.427","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1992","1992","°c","-0.29","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1993","1993","°c","0.308","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1994","1994","°c","0.352","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1995","1995","°c","0.534","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1996","1996","°c","0.449","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1997","1997","°c","0.539","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1998","1998","°c","1.201","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","1999","1999","°c","0.678","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","2000","2000","°c","0.53","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","2001","2001","°c","0.839","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","2002","2002","°c","1.041","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","2003","2003","°c","0.794","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","2004","2004","°c","0.484","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","2005","2005","°c","0.976","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","2006","2006","°c","0.985","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","2007","2007","°c","0.829","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","2008","2008","°c","0.892","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","2009","2009","°c","0.722","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","2010","2010","°c","1.218","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","2011","2011","°c","1.048","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","2012","2012","°c","1.075","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","2013","2013","°c","0.883","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","2014","2014","°c","0.867","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","2015","2015","°c","1.124","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","2016","2016","°c","1.282","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","2017","2017","°c","1.258","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","2018","2018","°c","1.283","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","2019","2019","°c","1.187","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","2020","2020","°c","1.251","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","2021","2021","°c","1.412","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","2022","2022","°c","1.377","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7007","July","2023","2023","°c","1.783","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1961","1961","°c","0.005","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1962","1962","°c","-0.003","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1963","1963","°c","0.167","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1964","1964","°c","-0.362","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1965","1965","°c","-0.245","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1966","1966","°c","0.154","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1967","1967","°c","-0.029","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1968","1968","°c","-0.219","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1969","1969","°c","0.039","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1970","1970","°c","0.105","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1971","1971","°c","-0.062","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1972","1972","°c","-0.003","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1973","1973","°c","0.169","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1974","1974","°c","-0.243","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1975","1975","°c","0.058","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1976","1976","°c","-0.19","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1977","1977","°c","0.098","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1978","1978","°c","-0.254","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1979","1979","°c","0.283","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1980","1980","°c","0.166","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1981","1981","°c","0.236","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1982","1982","°c","0.102","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1983","1983","°c","0.49","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1984","1984","°c","0.2","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1985","1985","°c","0.262","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1986","1986","°c","0.243","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1987","1987","°c","0.223","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1988","1988","°c","0.365","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1989","1989","°c","0.349","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1990","1990","°c","0.41","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1991","1991","°c","0.395","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1992","1992","°c","-0.084","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1993","1993","°c","0.216","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1994","1994","°c","0.346","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1995","1995","°c","0.857","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1996","1996","°c","0.345","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1997","1997","°c","0.656","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1998","1998","°c","1.116","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","1999","1999","°c","0.554","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","2000","2000","°c","0.675","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","2001","2001","°c","0.977","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","2002","2002","°c","0.863","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","2003","2003","°c","0.938","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","2004","2004","°c","0.521","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","2005","2005","°c","0.883","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","2006","2006","°c","0.949","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","2007","2007","°c","0.922","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","2008","2008","°c","0.798","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","2009","2009","°c","0.949","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","2010","2010","°c","1.085","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","2011","2011","°c","1.02","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","2012","2012","°c","1.021","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","2013","2013","°c","0.842","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","2014","2014","°c","1.054","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","2015","2015","°c","1.269","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","2016","2016","°c","1.444","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","2017","2017","°c","1.307","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","2018","2018","°c","1.041","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","2019","2019","°c","1.162","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","2020","2020","°c","1.3","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","2021","2021","°c","1.412","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","2022","2022","°c","1.395","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7008","August","2023","2023","°c","1.979","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7009","September","1961","1961","°c","-0.058","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7009","September","1962","1962","°c","-0.023","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7009","September","1963","1963","°c","0.383","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7009","September","1964","1964","°c","-0.255","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7009","September","1965","1965","°c","-0.142","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7009","September","1966","1966","°c","-0.072","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7009","September","1967","1967","°c","-0.017","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7009","September","1968","1968","°c","0.027","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7009","September","1969","1969","°c","-0.077","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7009","September","1970","1970","°c","-0.123","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7009","September","1971","1971","°c","0.013","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7009","September","1972","1972","°c","-0.151","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7009","September","1973","1973","°c","-0.063","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7009","September","1974","1974","°c","-0.337","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7009","September","1975","1975","°c","0.301","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7009","September","1976","1976","°c","-0.147","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7009","September","1977","1977","°c","0.168","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7009","September","1978","1978","°c","0.017","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7009","September","1979","1979","°c","0.254","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7009","September","1980","1980","°c","0.072","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7009","September","1981","1981","°c","0.222","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7009","September","1982","1982","°c","0.224","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7009","September","1983","1983","°c","0.467","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7009","September","1984","1984","°c","-0.108","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7009","September","1985","1985","°c","-0.068","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7009","September","1986","1986","°c","0.093","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7009","September","1987","1987","°c","0.518","E","Estimated value"
"ET","Temperature change on land","001","World","7271","Temperature change","7009","September","1988","1988","°c","0.419","E","Estimated value"
